County,State,R0
Unknown,Nevada,0.6032158167324979
Cape May,New Jersey,0.6824177826412131
Sussex,New Jersey,0.6901822454355448
San Miguel,New Mexico,-3199.0964535373237
Schoharie,New York,0.6592764970378255
Wayne,New York,0.7186698254920975
Hamilton,Ohio,0.686973527806496
Montgomery,Ohio,0.6963194901058894
Richland,Ohio,0.6846123084765486
Custer,Oklahoma,0.7345862094383838
Grady,Oklahoma,0.6300996353223913
Logan,Oklahoma,0.7183162242259755
McClain,Oklahoma,0.7060856445408134
Washington,Oklahoma,0.6665202417576039
Lancaster,Pennsylvania,0.6748780911049467
Lebanon,Pennsylvania,0.6690772272707756
Westmoreland,Pennsylvania,0.7006558589162186
Abbeville,South Carolina,0.5604327216464625
Dorchester,South Carolina,0.7096038606973737
Saluda,South Carolina,-2986.012403011298
Cumberland,Tennessee,0.7059215503380509
Dyer,Tennessee,0.7015488616501998
Montgomery,Tennessee,0.7011653687998923
Unknown,Tennessee,0.580990212921798
Washington,Tennessee,0.7259770085004855
Wilson,Tennessee,0.7028252362751028
Cameron,Texas,0.678613133891879
Crane,Texas,0.8188820995004511
DeWitt,Texas,0.7206890097634973
Johnson,Texas,0.6930515486773712
Van Zandt,Texas,0.7211676018327753
Clallam,Washington,0.7412873065069285
Monongalia,West Virginia,0.7176427362040818
Tucker,West Virginia,0.7987502484876358
Bayfield,Wisconsin,0.7907896221339883
Calumet,Wisconsin,0.09145436109837543
Columbia,Wisconsin,0.7549529973212209
Eau Claire,Wisconsin,0.7377341531543399
Ozaukee,Wisconsin,0.7358324540342894
Sauk,Wisconsin,0.7205431955868336
Walworth,Wisconsin,0.625602442027396
Cullman,Alabama,0.7084795319456199
Jackson,Alabama,0.7020674002038265
Lamar,Alabama,0.7216545762923677
Lauderdale,Alabama,0.7332639470510974
Washington,Alabama,0.5711337905727641
Yuma,Arizona,0.553328070941833
Unknown,Arkansas,-9391.546221991577
Amador,California,0.7319171337536542
Imperial,California,0.6546885012190183
Broomfield,Colorado,0.6963483778531684
Park,Colorado,0.7418690741167887
San Miguel,Colorado,0.7194459225569713
New London,Connecticut,0.6605655270336491
Monroe,Florida,0.717986182796019
Carroll,Georgia,0.7245046960908682
Chatham,Georgia,0.7040452683482394
Dawson,Georgia,0.6978387111384446
Douglas,Georgia,0.6934767666230892
Heard,Georgia,0.5107298997909635
Lamar,Georgia,0.6961600519471368
Lincoln,Georgia,0.7387673984805746
Miller,Georgia,0.6948864242327515
Monroe,Georgia,0.7194446804049371
Muscogee,Georgia,0.6790553188705316
Oconee,Georgia,0.7140572916982658
Pickens,Georgia,0.7083773603660952
Randolph,Georgia,0.6877601117539336
Spalding,Georgia,0.6718872955078182
Sumter,Georgia,0.6901011918114451
Terrell,Georgia,0.7033861484433594
Tift,Georgia,0.7031384364902564
Turner,Georgia,0.6901297644850902
Unknown,Georgia,0.6942533827868466
Worth,Georgia,0.6980683748373815
Bingham,Idaho,0.7373425442947474
Canyon,Idaho,0.7036898854471216
Kootenai,Idaho,0.7357158367241023
Adams,Illinois,0.6989653702314573
Christian,Illinois,0.7304561148159324
McLean,Illinois,0.7228143193144037
Allen,Indiana,0.655310231475248
Grant,Indiana,0.6485949914554779
Shelby,Indiana,0.6646130451151491
Vanderburgh,Indiana,0.6882114447551276
Vigo,Indiana,0.7009995155217341
Reno,Kansas,0.6826965116013819
Riley,Kansas,0.6840399425751199
Calloway,Kentucky,0.6817471782709221
Catahoula,Louisiana,0.7122884949967078
De Soto,Louisiana,0.7031193811206324
Rapides,Louisiana,0.7064555269010753
Tangipahoa,Louisiana,0.6837600324534301
Worcester,Maryland,0.6496547579301915
Chisago,Minnesota,0.7486218300095921
Clay,Minnesota,0.5438984698127888
Fillmore,Minnesota,0.7643476106354546
Adams,Mississippi,0.6723550838374821
Franklin,Mississippi,0.7149203406297095
Humphreys,Mississippi,0.6915134873471417
Lafayette,Mississippi,0.6745859554673895
Lawrence,Mississippi,-7849.03165691912
Lee,Mississippi,0.7161999463340754
Marshall,Mississippi,0.721324816612787
Pike,Mississippi,0.6780122060560858
Rankin,Mississippi,0.7106842672614518
Smith,Mississippi,0.6603355465491839
Tippah,Mississippi,0.7398410513015936
Christian,Missouri,0.7480981787979049
Dunklin,Missouri,0.7196629267524054
Kansas City,Missouri,0.7121435053443441
Pulaski,Missouri,0.6911347975182901
Scott,Missouri,0.6653301011439399
Unknown,Missouri,0.4429726988571636
Buffalo,Nebraska,0.6604071026997475
Lancaster,Nebraska,0.618312062628125
Nye,Nevada,0.6806817351941062
Cheshire,New Hampshire,0.695427084694209
Cumberland,New Jersey,0.6264421278028959
Doña Ana,New Mexico,0.6751754575336819
McKinley,New Mexico,0.6055234692697569
Columbia,New York,0.703543623817561
Fulton,New York,0.48047276304028924
Genesee,New York,0.6769480842541714
Niagara,New York,0.6887111581879137
Oneida,New York,0.6847277568172226
Carteret,North Carolina,0.7329269948957221
Davidson,North Carolina,0.6983741918861437
Franklin,North Carolina,0.6788905273959067
Orange,North Carolina,0.7011665251302928
Pasquotank,North Carolina,0.6702523291484952
Pitt,North Carolina,0.6995279796863658
Rowan,North Carolina,0.6664729254534125
Stanly,North Carolina,0.6961028191225108
Pierce,North Dakota,0.81922106271281
Ramsey,North Dakota,0.792545391222751
Ashtabula,Ohio,0.6317464643591393
Columbiana,Ohio,0.6757453548446908
Marion,Ohio,0.6065739323643641
Union,Ohio,0.7126117520218382
Warren,Ohio,0.6986887676408476
Garvin,Oklahoma,0.7448354688651949
Grant,Oregon,0.9755474625284868
Union,Oregon,0.7689168601961203
Centre,Pennsylvania,0.7145716991922108
Erie,Pennsylvania,0.6888123343724101
Franklin,Pennsylvania,0.6209986854167585
Potter,Pennsylvania,0.7717369933085628
Aiken,South Carolina,0.6949003161831211
Berkeley,South Carolina,0.6854144886136806
Clarendon,South Carolina,0.6811072021505747
Darlington,South Carolina,0.6657468155301148
Florence,South Carolina,0.6369202454750295
Orangeburg,South Carolina,0.7227104213337358
Pickens,South Carolina,0.7100653742622852
Sumter,South Carolina,0.6997456429908099
Anderson,Tennessee,0.7135162494028738
Blount,Tennessee,0.7227515594409336
Bradley,Tennessee,0.7185048063999159
Dickson,Tennessee,0.6952137318472432
Greene,Tennessee,0.7167876007455644
Hamblen,Tennessee,0.22660672809878482
Maury,Tennessee,0.7253522437829758
Tipton,Tennessee,0.6962913457430854
Brown,Texas,7824.356187104995
Cass,Texas,0.6321835182759625
Fannin,Texas,2895.6859581091567
Hockley,Texas,0.7299958681489385
Upshur,Texas,0.695091644067326
Addison,Vermont,0.7196464837600568
Rutland,Vermont,0.7160270643879869
Accomack,Virginia,-72693.56184819528
Gloucester,Virginia,0.7268506878313056
Newport News city,Virginia,0.7051507911992888
Norfolk city,Virginia,0.690577626866957
Portsmouth city,Virginia,0.658957489262145
Cowlitz,Washington,0.7266722747054634
San Juan,Washington,0.7332872020154474
Stevens,Washington,0.7454257927958857
Jackson,West Virginia,0.6359619132081819
Kanawha,West Virginia,0.6959566677541105
Chippewa,Wisconsin,0.7297681495517735
Douglas,Wisconsin,0.7603949104434192
Dunn,Wisconsin,0.7411478686378933
Green,Wisconsin,0.7485109764109359
Jefferson,Wisconsin,0.7077180975981603
Marathon,Wisconsin,0.7268200612249
Rock,Wisconsin,0.6208116831744387
St. Croix,Wisconsin,0.7482167075753628
Campbell,Wyoming,0.7270326929137235
Natrona,Wyoming,0.7211402173057949
Marion,Alabama,0.6974903798764773
Apache,Arizona,0.590917411174966
Cochise,Arizona,0.6652788848948041
Butte,California,0.7374807572105331
El Dorado,California,0.7300991338268633
Siskiyou,California,0.7994451974546313
Yuba,California,0.7455856143406496
Chaffee,Colorado,0.6849508605841766
Elbert,Colorado,0.6938588037411987
Hinsdale,Colorado,2984.5190844174267
Montrose,Colorado,0.6965784468348429
Bay,Florida,0.6974831780050855
Highlands,Florida,0.7068505128556589
Marion,Florida,0.699651792436729
Putnam,Florida,0.6727236232882645
St. Lucie,Florida,0.6966174410364329
Baldwin,Georgia,0.6386465262465533
Lumpkin,Georgia,0.6525267365397239
DeKalb,Illinois,0.6828351856984479
Delaware,Indiana,0.681260587587122
Elkhart,Indiana,0.6533083568420651
Hancock,Indiana,0.6967550992125444
Harrison,Indiana,0.683995853735434
Miami,Indiana,4777.235074766158
Washington,Indiana,0.7117296367885917
Fayette,Iowa,76137.87654236754
Henry,Iowa,0.7007908218681566
Linn,Iowa,0.6747022213134658
Story,Iowa,0.6596169959487231
Anderson,Kentucky,0.68503055734252
Madison,Kentucky,0.7217922023568953
Spencer,Kentucky,0.7093813135153437
Avoyelles,Louisiana,0.7125650784456614
Beauregard,Louisiana,0.7137787409058961
Bienville,Louisiana,0.6809760663194064
Claiborne,Louisiana,0.7078747910631479
Evangeline,Louisiana,0.7180551424603886
Ouachita,Louisiana,0.6865925844319749
St. Mary,Louisiana,0.6934687002843913
Sagadahoc,Maine,0.7382172606825043
Caroline,Maryland,0.5915331080294879
Somerset,Maryland,2018.2976362283925
Washington,Maryland,0.6758511448909439
Nantucket,Massachusetts,0.748858818237062
Allegan,Michigan,0.5759246871552682
Barry,Michigan,0.6651416576696045
Berrien,Michigan,0.6861608191174215
Calhoun,Michigan,0.6709149915892361
Clare,Michigan,0.5831446041343312
Saginaw,Michigan,0.6731514687946167
Tuscola,Michigan,0.6822093255601028
Wexford,Michigan,0.7416117728817384
Dodge,Minnesota,0.733514018324853
Jackson,Minnesota,1897.707633384712
St. Louis,Minnesota,0.6968227651375037
Steele,Minnesota,0.7552942567002983
Unknown,Minnesota,0.729594136586733
Wabasha,Minnesota,0.7562592960195409
Attala,Mississippi,0.5770599799187109
Clay,Mississippi,0.6979861377328485
George,Mississippi,0.723243322704883
Grenada,Mississippi,0.6785623143762833
Itawamba,Mississippi,13203.458589646596
Leake,Mississippi,0.5628364658213267
Lincoln,Mississippi,0.669191672979118
Lowndes,Mississippi,0.6937782045341528
Panola,Mississippi,0.707623727774592
Simpson,Mississippi,0.49850761580227104
Tunica,Mississippi,0.7163030130764152
Union,Mississippi,0.6960425896086823
Washington,Mississippi,0.7098961298832837
Bates,Missouri,0.747645868898542
Jasper,Missouri,0.7131526196964989
Johnson,Missouri,0.7145238600174527
Cascade,Montana,0.7695045720020928
Ravalli,Montana,0.7379439244366529
Strafford,New Hampshire,0.6901998299614794
Lea,New Mexico,549.7817276303138
Steuben,New York,0.6974076896169403
Buncombe,North Carolina,0.7239611613749355
Catawba,North Carolina,0.7142652506163321
Clermont,Ohio,0.6985043135665583
Defiance,Ohio,0.7167844783910301
Erie,Ohio,0.6278481549599909
Licking,Ohio,0.7060680730324229
Josephine,Oregon,0.7320103040151851
Butler,Pennsylvania,0.7082448845255925
Montour,Pennsylvania,0.7103332705406076
Dillon,South Carolina,10247.753520118365
Edgefield,South Carolina,0.5631291390717071
Greenwood,South Carolina,0.677960959818227
Jasper,South Carolina,0.7256251200421499
Marlboro,South Carolina,0.6418508843843191
Newberry,South Carolina,0.7055522705044278
Carroll,Tennessee,0.7276822128992234
Cocke,Tennessee,0.5687045111514459
Fayette,Tennessee,0.7066667125006667
Monroe,Tennessee,0.45383740420238966
Putnam,Tennessee,0.7283445657271089
Roane,Tennessee,0.7367020905689645
Scott,Tennessee,0.7326794623895944
Bastrop,Texas,0.6847438275825336
Castro,Texas,0.748916587147672
Deaf Smith,Texas,0.5104252973216973
Midland,Texas,0.689110653986775
Oldham,Texas,0.7857734705272525
Potter,Texas,0.3329872476957219
Franklin,Vermont,0.7021947534823735
Windham,Vermont,0.7138179087291877
Albemarle,Virginia,0.7082590597013054
Botetourt,Virginia,0.71748056711442
Franklin,Virginia,0.7244075678366877
Isle of Wight,Virginia,0.676059008124928
Mecklenburg,Virginia,0.6783765223765916
Suffolk city,Virginia,0.6496915372156519
Marshall,West Virginia,0.7056875147258322
Putnam,West Virginia,0.7072711596823489
Carbon,Wyoming,0.7782381337204293
Unknown,California,-1187.6080787497326
Unknown,Colorado,0.684055452422928
Bradford,Florida,0.692040936427229
Columbia,Florida,0.6862368666673327
DeSoto,Florida,0.7226562692369044
Flagler,Florida,0.6651109724177412
Unknown,Florida,0.768399297231436
Barrow,Georgia,0.6857169892133286
Butts,Georgia,0.5984108414392051
Chattooga,Georgia,0.651614625133907
Clinch,Georgia,0.7156396562282256
Coffee,Georgia,0.6838415138090828
Tattnall,Georgia,0.6696544551281136
Twiggs,Georgia,1397.3505366531779
Valley,Idaho,0.8093513287382856
Champaign,Illinois,0.7140229587643226
Jo Daviess,Illinois,0.7263674774987043
Livingston,Illinois,0.717313221573877
Rock Island,Illinois,0.6464599353176934
Stephenson,Illinois,0.5127142308238767
Monroe,Indiana,0.6998300565094167
Morgan,Indiana,0.7051986520212593
Putnam,Indiana,0.6973830555443615
Ripley,Indiana,0.7139104817655699
Scott,Indiana,0.6552686568740184
Tipton,Indiana,0.7077296228928142
Cerro Gordo,Iowa,0.7495150195967312
Kossuth,Iowa,0.974154516697712
Poweshiek,Iowa,-4521.229358866861
Scott,Iowa,0.6813546258846063
Sioux,Iowa,0.7491673983858113
Tama,Iowa,0.6549743746576085
Woodbury,Iowa,17578.52574477974
Jackson,Kansas,-250.60429221414125
Mitchell,Kansas,0.8171163431532694
Allen,Kentucky,1418.516875200543
Breathitt,Kentucky,0.7925653172328858
Hardin,Kentucky,0.702525693358307
Jessamine,Kentucky,0.7196667179021378
Oldham,Kentucky,0.702325018342953
Acadia,Louisiana,0.7079349888413552
Cecil,Maryland,0.6814924381297347
St. Mary's,Maryland,0.6923088411545599
Emmet,Michigan,0.7196747749714628
Gladwin,Michigan,0.6271870550608438
Grand Traverse,Michigan,0.729976476630095
Roscommon,Michigan,0.7055893833191532
Le Sueur,Minnesota,0.7374255961379235
Chickasaw,Mississippi,0.6858892395840701
Montgomery,Mississippi,0.7328593015999378
Oktibbeha,Mississippi,0.7272342435834404
Pontotoc,Mississippi,0.7290084691883008
Sunflower,Mississippi,0.7131941051451963
Tate,Mississippi,0.7116823277723666
Webster,Mississippi,0.7304508002523313
Dawson,Nebraska,0.4337562880414828
Sullivan,New Hampshire,0.7303491079828872
Salem,New Jersey,0.6423268513351581
San Juan,New Mexico,0.6519538958715007
Cortland,New York,0.7195613492427355
Madison,New York,0.7171932305189909
St. Lawrence,New York,0.6892758098552781
Cherokee,North Carolina,0.7519634777454426
Cumberland,North Carolina,0.6621924914111355
Davie,North Carolina,0.7234281003060833
Granville,North Carolina,0.691307192064372
Henderson,North Carolina,0.6844293658656887
Lee,North Carolina,3499.5207067544525
Nash,North Carolina,0.6770422710442149
Robeson,North Carolina,36823.90011771916
Scotland,North Carolina,0.4517474413083722
Union,North Carolina,0.7019290167765698
Carroll,Ohio,0.7197921549635765
Clinton,Ohio,0.7025893262188188
Gallia,Ohio,0.7469238239118692
Greene,Ohio,0.7016156806139517
Hancock,Ohio,0.7012513439138002
Portage,Ohio,0.6952146195723664
Wood,Ohio,0.6665774051661241
Muskogee,Oklahoma,0.7248583826659799
Noble,Oklahoma,0.7576229718995149
Columbia,Pennsylvania,0.6592503368171877
Dauphin,Pennsylvania,0.6712210865301705
Fayette,Pennsylvania,0.7013844112183708
Mercer,Pennsylvania,0.6954949537639423
Schuylkill,Pennsylvania,0.6852218558311258
Colleton,South Carolina,0.7103783396453289
Brown,South Dakota,0.6879134007451438
Chester,Tennessee,0.7332157294114307
Franklin,Tennessee,0.7129679211423833
Gibson,Tennessee,0.6914099021626081
Houston,Tennessee,0.7464948887224045
Loudon,Tennessee,0.7197113777456002
Marion,Tennessee,0.718132390266122
McMinn,Tennessee,-150262.3693950873
Perry,Tennessee,0.681251397218325
Amherst,Virginia,0.7364414937218892
Bedford,Virginia,0.6981887934468866
Culpeper,Virginia,0.16989595209772654
Fluvanna,Virginia,0.672675969957379
Lee,Virginia,-0.4221151570035148
Louisa,Virginia,0.7071412437328827
Rockingham,Virginia,0.5998564487142688
Whitman,Washington,0.7380020942670626
Franklin,Alabama,0.4446015441596235
Houston,Alabama,0.6873721588425682
Tallapoosa,Alabama,0.6559401276814247
Juneau City and Borough,Alaska,0.7153182750224577
Matanuska-Susitna Borough,Alaska,0.6998554423061522
La Plata,Colorado,0.7155532168740782
Logan,Colorado,42407.30895100809
Teller,Colorado,0.7139657188981984
Burke,Georgia,0.6555978428675155
Catoosa,Georgia,0.6233777697759463
Harris,Georgia,0.6686694417227449
Liberty,Georgia,0.6974451257131399
Madison,Georgia,0.6956517552607961
Morgan,Georgia,0.6955961654789267
Pierce,Georgia,0.7013684708589135
Washington,Georgia,0.69522017788217
Unknown,Hawaii,0.7117159679771661
Monroe,Illinois,0.6897237198445186
Unknown,Illinois,-68866.220601911
Dubois,Indiana,0.7099177025941229
Hancock,Iowa,0.8402281106269507
Wapello,Iowa,0.6248125183884616
Bourbon,Kansas,0.745220283518534
Lyon,Kansas,0.5579215694223615
Logan,Kentucky,0.7329176095790574
Allen,Louisiana,0.7107616527852612
Grant,Louisiana,0.7285815641493892
Lincoln,Louisiana,0.685797952132242
Natchitoches,Louisiana,0.6835717465952529
Richland,Louisiana,0.6571805531896789
St. Martin,Louisiana,0.6923092813159563
Knox,Maine,0.7317755613527608
Garrett,Maryland,0.8560369215768158
Queen Anne's,Maryland,0.6234363881490678
Chippewa,Michigan,-694.9561213159368
Kalamazoo,Michigan,0.6347854184672307
Muskegon,Michigan,0.6502623658005097
Newaygo,Michigan,1693.9808345045349
Big Stone,Minnesota,-466.74133806267787
Cass,Minnesota,0.7208327391773311
Lac qui Parle,Minnesota,0.97340601572531
Sherburne,Minnesota,0.7177389817398365
Lamar,Mississippi,0.6683820237677577
Marion,Mississippi,0.6623796293700229
Tallahatchie,Mississippi,0.6357534718093985
Adair,Missouri,0.7475808879908886
Callaway,Missouri,0.7327561770435358
Camden,Missouri,0.7191289596008922
Clay,Missouri,0.7070789099232377
Clinton,Missouri,0.7325558249147636
Lafayette,Missouri,0.7264269480777161
Moniteau,Missouri,0.49790177585750245
Perry,Missouri,0.717255500099612
St. Francois,Missouri,0.7189750765439097
Taney,Missouri,0.7307106430308513
Madison,Nebraska,7241.288960772335
Washington,Nebraska,0.7443561224581217
Douglas,Nevada,0.7173214645952343
Chaves,New Mexico,0.754362379536155
Cayuga,New York,0.6979634298075712
Oswego,New York,0.7123310346613649
Otsego,New York,0.7126001858572064
Alamance,North Carolina,0.6511908710514531
Richmond,North Carolina,0.571400575194548
Vance,North Carolina,0.41371186276870037
Walsh,North Dakota,1105.4689429751488
Knox,Ohio,0.7199152322104497
Logan,Ohio,0.6746583662039941
Madison,Ohio,0.6737480172543048
Sandusky,Ohio,0.699100174570683
Washington,Ohio,0.6683461856235638
Pontotoc,Oklahoma,0.7375797973394494
Hood River,Oregon,0.7515579303142474
Cambria,Pennsylvania,0.70024827349159
Chester,South Carolina,0.7097540802826104
Georgetown,South Carolina,0.7233228018130166
Oconee,South Carolina,0.7090204997747523
Codington,South Dakota,0.7312912790710577
Hughes,South Dakota,0.7244044351876308
Lyman,South Dakota,0.7790410276151087
Pennington,South Dakota,0.7337326328466587
Morris,Texas,0.6154376533184249
Iron,Utah,0.7217376322565967
Unknown,Vermont,1.0219668715561538
Danville city,Virginia,0.7059519705393684
Rockbridge,Virginia,0.7454380392051868
Adams,Washington,0.7116882796960057
Douglas,Washington,0.6406638077577981
Dodge,Wisconsin,0.7300117509441902
Autauga,Alabama,0.6981048982745519
Morgan,Alabama,0.7165616912935492
Columbia,Arkansas,-2585.9769478196304
Conway,Arkansas,-2444.1408422657264
Crawford,Arkansas,0.7665090975938231
Cross,Arkansas,0.6134131081990792
Hempstead,Arkansas,0.7414105557506567
Hot Spring,Arkansas,0.7288193180380865
Lawrence,Arkansas,0.6061141969726498
Pike,Arkansas,0.7862655314621422
Stone,Arkansas,0.774440937503768
Union,Arkansas,0.6850870175062788
White,Arkansas,0.7440273669407116
Woodruff,Arkansas,0.97276391501702
Calaveras,California,0.7275476303892183
Merced,California,0.686721677029601
Mono,California,0.7388843027669816
Delta,Colorado,0.5834625412048693
Fremont,Colorado,0.5568911064409415
Huerfano,Colorado,-432.55641610689895
Baker,Georgia,0.718369918588789
Ben Hill,Georgia,0.6505718508449091
Bryan,Georgia,0.7091977360876576
Camden,Georgia,0.7066908736574252
Colquitt,Georgia,0.6828092453811153
Crisp,Georgia,0.6841004857627361
Fannin,Georgia,0.6906042278022054
Greene,Georgia,0.6907954306718339
Irwin,Georgia,0.722205405243534
Jasper,Georgia,0.670755177365139
Macon,Georgia,0.6602476644402712
Meriwether,Georgia,0.6876855952739369
Mitchell,Georgia,0.6835886041926741
Pulaski,Georgia,0.6876767339779537
Seminole,Georgia,0.7067979285525451
Stephens,Georgia,0.5667958107308444
Telfair,Georgia,0.6576431476813066
Walton,Georgia,0.6645941338601176
Bannock,Idaho,0.790361253679638
Cassia,Idaho,0.7144376880808924
Grundy,Illinois,0.702376954785161
Brown,Indiana,0.7174432885302752
Dearborn,Indiana,0.7059215005187401
Decatur,Indiana,0.7107886481560602
Gibson,Indiana,0.7785856843675162
Jackson,Indiana,0.6873117582485415
Lawrence,Indiana,0.6971347389290293
Montgomery,Indiana,0.709110018104889
Ohio,Indiana,-937.3253614927529
Porter,Indiana,0.6821843032803759
Starke,Indiana,0.6973476386215327
Sullivan,Indiana,0.6063965745868524
Warrick,Indiana,0.6765286337334777
Buchanan,Iowa,0.6938853854406296
Cedar,Iowa,0.7162130357677586
Jasper,Iowa,0.12660090266117732
Warren,Iowa,0.7152181291594363
Doniphan,Kansas,1769.169307884078
Pottawatomie,Kansas,0.6903134631054101
Woodson,Kansas,0.7475723665002593
Martin,Kentucky,0.7149807360706986
McCracken,Kentucky,0.6823544213938546
Menifee,Kentucky,0.8348216032455454
Muhlenberg,Kentucky,0.6550213788943877
Simpson,Kentucky,0.7107352010990181
Vernon,Louisiana,0.7392400416786725
Waldo,Maine,0.6794708516363686
Hillsdale,Michigan,0.6967759083714984
Isabella,Michigan,0.700320817722401
Kalkaska,Michigan,0.7226501414594015
Lapeer,Michigan,0.6819132345798927
Manistee,Michigan,0.7207646309048974
Choctaw,Mississippi,0.7359175041556624
Newton,Mississippi,0.3008830652334116
Noxubee,Mississippi,-2.1000448376580847
Cape Girardeau,Missouri,0.707840712563533
Franklin,Missouri,0.6909809664841002
Jefferson,Missouri,0.688267093043478
Pemiscot,Missouri,0.6014226291440068
Jefferson,Montana,0.8082449683525729
Saunders,Nebraska,0.7097787222478239
Cibola,New Mexico,0.6954158346726051
Curry,New Mexico,0.7316187202499577
Chemung,New York,0.6987964106511491
Orleans,New York,0.630762838305101
Jackson,North Carolina,-3745.9952816096315
Montgomery,North Carolina,0.7035342223843954
Randolph,North Carolina,0.6391957717692917
Transylvania,North Carolina,0.7507523913810157
Dunn,North Dakota,0.4269119937179244
Champaign,Ohio,0.661741953292503
Crawford,Ohio,0.681058508971742
Fairfield,Ohio,0.7028721194012122
Highland,Ohio,0.7277999680389017
Mayes,Oklahoma,0.7141190223804073
Wagoner,Oklahoma,0.6916430887190691
Clatsop,Oregon,0.7507880493879823
Armstrong,Pennsylvania,0.6930851512140589
Bradford,Pennsylvania,0.7068642525842632
Carbon,Pennsylvania,0.6867815322660583
Clearfield,Pennsylvania,0.731824729248457
Juniata,Pennsylvania,0.6734671297479192
Somerset,Pennsylvania,0.6790067950231694
Chesterfield,South Carolina,0.6960660805938755
Brookings,South Dakota,0.7170710125498986
Claiborne,Tennessee,0.746215302087699
DeKalb,Tennessee,0.7281336519695096
Grundy,Tennessee,0.7102800525086902
Hardin,Tennessee,0.6486966613009058
Lincoln,Tennessee,0.718658840471998
Madison,Tennessee,0.6830378649861136
Overton,Tennessee,0.7333699086420711
Weakley,Tennessee,2286.6207930510286
Chambers,Texas,0.7096129508773706
Comal,Texas,0.7197903009766823
Falls,Texas,-329.0987094096441
Grayson,Texas,0.7227493005661348
Hidalgo,Texas,0.688122805136247
Jefferson,Texas,0.6689283707464365
Nueces,Texas,0.7091040993862193
Parker,Texas,0.6945980234325121
Victoria,Texas,0.7000000130369021
Caledonia,Vermont,0.7213771925142592
Orleans,Vermont,0.7664094313307068
Chesapeake city,Virginia,0.6871879284486995
Halifax,Virginia,0.5454823662088288
Berkeley,West Virginia,0.6997594689871156
Harrison,West Virginia,0.7352290048557314
Preston,West Virginia,0.6970677260298478
Wood,West Virginia,0.6900629229676772
Sweetwater,Wyoming,0.7252903387369398
Blount,Alabama,0.6822093715516575
Butler,Alabama,-35927.16921522718
Cherokee,Alabama,0.714346416167867
Chilton,Alabama,0.7013001138768461
Clay,Alabama,0.7118570823023376
Cleburne,Alabama,0.7307469102068049
Colbert,Alabama,0.6602805343366827
Dallas,Alabama,0.6649978161923131
Etowah,Alabama,0.6905531968837642
Lawrence,Alabama,0.7269038659172584
Marshall,Alabama,0.6362364403787726
Pickens,Alabama,0.6854875428044579
Pike,Alabama,0.657109428493184
Russell,Alabama,0.6752759174407506
Wilcox,Alabama,0.6793234852209916
Drew,Arkansas,0.620171049185976
Inyo,California,0.7238181385519034
Sutter,California,0.7272274932372353
Otero,Colorado,0.7318268964618587
Gadsden,Florida,0.6323170989539416
Decatur,Georgia,0.6883955451867071
Dodge,Georgia,0.6977378090928117
Jackson,Georgia,0.6691342193768335
Jones,Georgia,0.6798177446864372
Long,Georgia,2703.1071251987164
Taylor,Georgia,0.6745054414271465
Thomas,Georgia,0.6746776208576329
Ware,Georgia,0.6805434740328343
White,Georgia,0.5581832538371221
Wilkes,Georgia,0.644750292635678
Fremont,Idaho,0.8033705492184129
Idaho,Idaho,0.773977609328235
Jefferson,Idaho,0.8044194002130715
Nez Perce,Idaho,0.6715819148522338
Payette,Idaho,0.7232667787688178
Douglas,Illinois,0.7296961508741101
Logan,Illinois,0.7176563398976354
Marshall,Illinois,6260.484647053221
Morgan,Illinois,0.7037581649304262
DeKalb,Indiana,0.6689129409989636
Jasper,Indiana,0.6968764895382951
Rush,Indiana,0.6976733377526317
Benton,Iowa,0.7137883635329657
Crawford,Kansas,0.7553131104851057
Neosho,Kansas,490.11840128765226
Shawnee,Kansas,0.7025415081888934
Grayson,Kentucky,-21271.599893567713
Laurel,Kentucky,0.6989322995858462
McCreary,Kentucky,0.7015337118504267
Wayne,Kentucky,0.7369741509979627
Jackson,Louisiana,0.5170640364049555
Jefferson Davis,Louisiana,0.6919601538364447
Morehouse,Louisiana,0.6928505235721444
Union,Louisiana,0.6814513552838757
Winn,Louisiana,0.6648170930160469
Kent,Maryland,0.45362839450051307
Dukes,Massachusetts,0.717503280472879
Iosco,Michigan,6880.861333801095
Lenawee,Michigan,0.6955897387785505
Luce,Michigan,0.9665479041616947
Marquette,Michigan,0.6925236141113964
Sanilac,Michigan,0.7048420666744969
Van Buren,Michigan,0.7064692354465011
Goodhue,Minnesota,0.713537435337278
Winona,Minnesota,0.6887039291903656
Amite,Mississippi,0.6895922516208423
Calhoun,Mississippi,0.6720069895141749
Prentiss,Mississippi,0.6808793329399653
Cooper,Missouri,0.6381463447545255
McDonald,Missouri,0.759249531323179
Montgomery,Missouri,0.7423132711321752
Newton,Missouri,0.7386118812712476
Platte,Missouri,0.7152870345449104
Ralls,Missouri,0.972159996165709
Randolph,Missouri,0.7336770640361722
Shelby,Missouri,0.972159996165709
Hill,Montana,0.972159996165709
Dodge,Nebraska,0.33252961747787285
Lyon,Nevada,0.628228122045993
Eddy,New Mexico,0.7159097251914701
Rio Arriba,New Mexico,0.7240010857574882
Chautauqua,New York,0.7127515564076486
Franklin,New York,0.7338806707902517
Bertie,North Carolina,0.6298421771063302
Burke,North Carolina,0.6905290259782932
Caldwell,North Carolina,0.6905950426714049
Cleveland,North Carolina,0.6992672552135981
Duplin,North Carolina,0.4071760240899253
Hertford,North Carolina,2877.1958096142826
